	Bacteroides	Faecalibacterium	Prevotella	Ruminococcus	Eubacterium	Clostridium	Bifidobacterium	Lactobacillus	Enterobacteriaceae	Akkermansia
Sample_028	0.01677868944511069	0.317475543831574	0.07407450423744934	0.0039932819530661716	0.09641561957864714	0.06181787947634087	0.000646828422758245	0.19897593918786002	0.05588594378839159	0.17393577007880184
Sample_029	0.14299680320776037	0.17385232459877087	0.01968434344551072	0.1655483571990741	0.033658487111911425	0.0024241062516678446	0.3682555340022926	0.06539270674131478	0.027232280694816105	0.0009550567468810637
Sample_030	0.3690167437549262	5.874699480425461e-05	0.018147575245778612	0.08706274058127533	0.07225512074050182	3.93486042586594e-06	0.2246480761719865	0.03614143382869652	0.08526016213471391	0.10740546568689102
Sample_031	0.0479675363928235	0.3628280213626405	0.06485575617757743	0.21329019410168654	0.06321245420288991	0.023685543092927815	0.10503798000926222	0.0002584443747161559	0.10460907730899198	0.014254992976484157
Sample_032	0.007041871491590384	0.033210979633924345	0.04308034459480679	0.04079361758048474	0.19403583043928344	0.13875060529389377	0.4199861707209962	0.056215181983262114	1.7723386091108506e-07	0.06688522102789737
Sample_033	0.16167655228323477	0.2606979257329276	0.049928749149854366	0.00418355175789624	0.2010678573021804	0.046237566474505706	0.09083278129365108	0.00022403190618554272	0.12622361198315446	0.0589273721164098
Sample_034	0.10739300727902691	0.5593035582200362	0.0042606779778112565	0.011080046774816303	0.07997010172112089	0.08199605525551977	0.04290984450727057	0.06665755687251144	0.011014064493810566	0.035415086898076105
Sample_035	0.08416298887721674	0.1732771393779229	0.01956650804780356	0.16741407853640425	0.04366512825915693	0.31057912236616614	0.03313490820622667	0.09539851833639607	0.036965467291201225	0.035836140701505495
Sample_036	0.12995502484281107	0.18885997320464012	4.367333214927454e-05	0.0006726473504760066	0.18309097133321092	0.31425475610057974	0.13048745269523362	2.7223399797805467e-05	0.040427996905663094	0.012180280835438583
Sample_037	0.026946267219374646	0.2864367513850478	0.10236715047965027	0.07777509076988762	0.0348113746599263	0.37962653248158756	0.002200009876398004	0.08044383356362902	0.009290593370548633	0.0001023961939501169
Sample_038	0.042879933283367186	0.03066766904915297	0.014661887396880362	0.009031216584963373	0.007300199643526556	0.32128098816287526	0.2934582931289888	7.601065901140496e-09	0.18526386706728845	0.095455938081891
Sample_039	0.020749983374749804	0.07487164514725976	0.13528200786602904	0.09915733996507067	0.10515916066193955	0.02330424382294109	0.06700028759112933	0.016473705641293194	0.24864944729725824	0.2093521786323295
Sample_040	0.18210660953839158	0.01790187308302492	0.002148873163427572	0.021146986323645058	0.2993964642237918	0.06259738604221195	0.19918038290202375	0.07526262163912933	0.06887071191707275	0.0713880911672813
Sample_041	0.24212806363505335	0.2824324438651222	0.07227311410923463	0.0029414341783458317	0.060202826063924034	0.013992961702642352	0.0494023490732544	0.0681660915588448	0.005244008242668098	0.20321670757091032
Sample_042	0.1101665158341802	0.4375147325345026	0.01055360915684919	0.049122629131391086	0.13748267474911205	0.1271620099178433	0.08243462431928572	0.029502796407195376	0.014085386237171087	0.001975021712469332
Sample_043	0.07792014144059224	0.27689162043142157	0.013113289759649389	0.008600943995975736	2.81501703970144e-07	0.007993370070576917	0.1902904172002937	0.166733845798222	0.21987348884099947	0.038582600960564865
Sample_044	0.160760885881195	0.03138118553256158	0.0387322248399662	0.13340345778457485	0.10808697273486403	1.929193083314824e-08	0.21944241530136166	0.03485971066462505	0.25747202403800173	0.015861103930919072
Sample_045	0.3027579396079952	0.1327089306195409	0.06880667655204718	0.0828536579311537	0.09984692743483663	0.10257413355631684	0.07866920915426603	0.04386269506274086	0.04137154798302602	0.0465482820980767
Sample_046	0.05415167468397867	0.16464255289394605	0.06137611127514997	0.12620602517560345	0.21800488822692915	0.03173238880645225	0.12772927825315525	0.0019558104269395866	0.08596693303005853	0.12823433722778704
Sample_047	0.036966856904450104	0.051627582391698915	0.0055155896160830825	1.051510817079951e-05	0.002970213325289404	0.49975452856639624	0.09029843981707628	0.27277714452886165	0.003035638236731787	0.03704349150524178
Sample_048	1.2841437993373624e-10	0.005459802636095234	0.08689735328062945	0.0011447608095033449	0.03521918510066719	0.1962338695593622	0.018702346080806564	0.4388210155982537	0.20757694189604045	0.009944724910227286
Sample_049	0.1976462219711295	4.0005351504151057e-05	0.08551533069001266	0.02914532668383365	0.12552142431068325	0.005051511302547703	0.3389140899218738	8.19749078978477e-11	0.02963381129359733	0.1885322783928433
Sample_050	0.05493721325834715	0.15193734244544327	0.21238038310298976	0.16152726999406	0.04671978429378057	0.03683058042859289	0.21440756237097572	0.08213180340872045	0.01923865108455264	0.01988940961253765
Sample_051	0.04600072400468021	0.09298266999953037	0.009337854033174229	0.0019000149883703099	0.19179449030023543	0.0661147255997228	0.3850581111690218	0.02866157092132647	0.16772201035995418	0.010427828623984234
Sample_052	0.1237373373732011	0.06168857535293531	0.11291619297365099	0.3443913777947932	0.005466520097378167	0.05591930109121377	0.009175796254040221	0.2420568608847621	0.04351834120370451	0.0011296969743207943
Sample_053	0.004415548782184184	0.573982755344173	0.1620337331391217	0.04633452200544252	0.003398301381105066	0.0367216223902768	0.05970692957942566	9.193231597948298e-07	0.007315660037076613	0.10609000801803463
Sample_054	0.026304759806278555	0.46500258475899864	0.012699859722716773	0.0816768079284257	0.12080941491948605	0.1936891854511517	0.006961885415068729	0.08351130157709981	0.008491060120388845	0.0008531403003853237
Sample_055	0.013293334870447423	0.027912381268546112	0.15348367867227564	0.06317405407997569	0.17784402597648308	0.06724813112069675	0.1130360255338534	0.13800236296972787	0.055127610263241845	0.1908783952447522
Sample_056	0.024657520622347193	0.008598046614194856	0.16413164634226124	0.20322537775686936	0.01098174352673682	0.05739883850248013	0.024353170460891607	0.06376298248736358	0.44288663165680753	4.042030047691075e-06
Sample_057	0.019045335422393634	0.1281671364180904	0.38886250617231866	0.019106691534521505	0.02561967801129657	0.05375698802039706	0.06961747027471032	0.0003533267004757507	0.15117546400530815	0.14429540344048797
Sample_058	0.016221648148171185	0.021559606802441886	0.025881072055575695	0.1744994158752717	0.08501964500761855	0.004169188544274094	0.13521942717156732	0.43550801624149177	0.05207780283288292	0.04984417732070483
Sample_059	1.3606993945824744e-08	0.03412205378513142	0.2689859720067021	0.12181564099291102	0.08131875735815934	0.046186760498497216	0.04128316468240077	5.8932144949231767e-05	0.14393885421001834	0.26228985071423655
Sample_060	2.3895043777504467e-08	0.12792757953746714	0.09579573104913006	3.965319620423633e-06	0.15735978235205483	0.21407732822487407	0.0007113600281870313	0.03325070179397908	0.2523194837145056	0.11855404408513796
Sample_061	0.2569861705837419	0.0003525498425842631	0.003066746134705441	0.007521133937808852	0.05450325670043023	0.5719645349184089	0.015546897560740994	0.043515895131725026	0.045524727562482	0.0010180876273722717
Sample_062	0.06189486636608188	0.01716647268431015	0.014356684753322895	0.41012170087544586	0.0422790578130911	0.14451465100447364	0.00015890757357110054	0.03275206070865505	0.19295484503834143	0.08380075318270677
Sample_063	0.11491646229288245	0.23265974435809558	0.14081135164457131	0.038658275310435766	0.25968385109078096	0.05885790160378354	0.06350453852312919	0.013769155997810452	0.007168747326906516	0.0699699718516042
Sample_064	0.12381116177357737	9.17218705075436e-05	1.8151521708401725e-06	0.35680192337393196	0.042844256156124735	0.03185073035942261	3.8307583382150225e-07	0.005204594391082775	0.3961755934562074	0.04321782039114096
Sample_065	0.05632451796176604	0.6379478922142906	0.01688238496436856	0.016259562651582314	0.05397402558272461	0.04296157593706053	5.297614389068605e-08	0.16850205194097417	0.0033674986340409795	0.003780437137048312
Sample_066	0.1565619172088761	0.12193080960255995	0.03574640242113836	0.12387253839220011	0.03725452582790962	0.1322948038659718	0.051751643393016335	0.03941961107827229	0.013420462103118104	0.28774728610693734
Sample_067	0.2618924170202977	0.2977402728806198	0.01568764502868062	0.05988566131378095	0.2028785365615417	0.10016052556280781	0.01158821261409427	0.010651159124447142	0.014586549760652727	0.024929020133077167
Sample_068	0.08536565521360047	0.04928335151033283	0.0002799764681387003	0.4072391140040584	0.010717003145146035	8.411391920895175e-05	0.021467639254653486	0.07098019076639632	0.3469182439328313	0.007664711785633466
Sample_069	0.10707694190585519	0.03764270116419301	0.2019390236712503	0.04283613901311912	0.047676556353000464	0.04994506608594484	0.1251205618439142	0.2627456489147955	0.11942172174760733	0.005595639300319972
Sample_070	0.39459753117216895	0.28198023915185694	1.2713451953214942e-27	0.004179017108125026	0.0005509225393419592	0.0003644818635505247	0.06868754574271467	0.07469325442589886	0.0020878360136899394	0.17285917198265316
Sample_071	0.11031042640487476	0.2804273915005551	0.0953884612203179	0.035697630673635995	0.21438628449685793	0.04160890843169029	0.05113187274192382	0.09463984822277126	0.056498014401610584	0.019911161905762514
Sample_072	0.022372487316312	0.2813681282539651	0.010794903158654591	0.10923529072896769	0.060524994406719886	0.16658545728859553	0.03434979016257971	0.13324572017284483	0.06738750956874222	0.11413571894261834
Sample_073	0.07624603320790936	0.030375418327865514	0.017631168803868395	0.04304036720199175	0.2951457522053112	0.011262881226730899	0.18965263458574178	0.1988768063518764	0.023072128368219022	0.11469680972048582
Sample_074	0.12161069279595389	0.0013347591684295182	0.03079005031331449	0.15756883690956783	0.15553766856195542	0.055608083497062075	2.669190624151584e-05	0.10687633417857638	0.23481930069558135	0.13582758197331748
Sample_075	0.018609535574223107	0.009331588381733334	0.19996305854279034	0.22244714372055296	0.00016962150861457023	0.1344165258168965	0.11345588313225365	0.00516589207732779	0.087056557868267	0.20938419337734082
Sample_076	0.0665366377097014	5.810206000037351e-05	0.029271170115037274	0.02792701421219582	0.4740538152584459	0.016412664737530915	0.0661927812121459	0.24092166098569937	4.755839163036115e-05	0.07857859531761267
Sample_077	0.008853300669911805	0.09258206118977257	0.052207407222604994	0.15821368481296721	0.04333576513677436	0.3325938981067342	0.017335087689716783	0.1797541439295665	0.01809609593778363	0.097028555304168
Sample_078	0.01245318829260596	0.128039967230802	0.09096749297716653	0.010674418112163516	0.3850818561711703	0.12646530951758253	0.12740338540714793	0.06797184689819306	0.02148784273234183	0.02945469266082627
Sample_079	0.168785967357353	0.052996177236271313	0.05012561454484843	0.12515385340831403	0.01118115163561505	0.3990490130693946	0.12255217151582577	0.005309092341815401	0.037781979276815585	0.027064979613746886
Sample_080	0.06738888500874163	0.018455908529542864	0.0005368954207037475	0.001611024479029952	0.28799054461077556	0.00017652576835494994	0.2511053722479986	0.10766178707189648	0.2596702550010585	0.0054028018618976935
Sample_081	0.4674689920463176	0.006210123504975465	0.34126010171107873	0.06462317287175481	0.008834727259856298	0.01668916299863374	0.023851365202291298	0.06411733644544242	0.0004963925450105621	0.006448625414639107
Sample_082	0.06707448782681276	0.0017694628188480237	0.05465146224256738	0.2986234297854091	0.038723438973705115	0.11876478504103716	0.20805855075918156	0.05568934442540245	0.15102086257344746	0.005624175553589163
Sample_083	0.004005902095506674	2.6734419475773315e-07	0.20018184865682453	0.0018582748377466655	0.03872003520409904	0.15472427399566457	0.06389647904164009	0.09469047610673115	0.00031360971910304947	0.44160883299848935
Sample_084	0.19391576190335957	0.08072216807750063	0.011679271495958021	0.0027471980693543323	0.024177819913702197	0.40815564886352235	0.061224642880650236	0.14914928868453178	0.06482338747855211	0.00340481263286869
Sample_085	0.3165048727286318	0.0014080773364475827	0.14903124458876083	0.08007369291401066	0.032482060713522456	0.006175589601252504	0.27519759654784465	0.0851664268418491	0.008028207345362675	0.04593223138231775
Sample_086	0.0020160846570168815	0.3212837423493249	0.004322582539607903	0.14117606429475937	0.16450001159803385	0.0004409939833494782	0.012770321875290406	0.01781534887583667	0.21723992248940818	0.11843492733737254
Sample_087	0.11912373188531691	0.13949737145316657	0.12332250453908915	0.051865441146371684	0.00381610419153827	0.1757830745741441	0.17078077676048126	0.12623741376113967	0.07806934445343269	0.011504237235319641
Sample_088	8.00665640566787e-13	0.00026443791482112284	0.0003130117916891006	0.1495700434107596	0.0009531562125077486	0.00025484135966404953	0.47172893770396634	0.04429753728413523	0.27540699225016857	0.05721104207148752
Sample_089	0.08819157809807375	0.23464859540908184	0.040186506278688854	0.09134840874851384	0.08523721413667423	0.12429714897282147	0.268957010722962	0.04326732651240317	0.022159304876606344	0.001706906244174616
Sample_090	0.01939232068098665	0.1839740617810116	0.0808248367074331	0.0025268980953129325	0.07117767621466069	0.04004946988818727	0.01913066629790329	0.21152456471267414	0.32256338888577596	0.04883611673605443
Sample_091	0.014511253104386137	0.2974895927886254	0.04650944707827762	0.09277256374688991	0.05115131758975628	0.17660763775618885	0.12925457927255518	0.11327491202002053	0.055744043479829024	0.022684653163471076
Sample_092	0.07356728760438329	0.128645552168386	0.10269565793132432	0.31749790286428925	0.023127922567490185	0.05050435158630332	0.002400521112721001	0.06063923590604974	0.06569804028953655	0.17522352796951646
Sample_093	0.0672042782424792	0.13359819693398375	0.005747644190180672	0.03500586914860408	0.07578233836777792	0.005667453062939476	0.010323355984897673	0.0927235713007046	0.3752279655193104	0.19871932724912203
Sample_094	0.31204057788274375	0.0024238598846264875	0.02696474493394299	0.019987949924521298	0.1374994172519748	0.1986148931118322	0.04944653375798534	0.1507262986432233	0.10228557133353192	1.015327561772684e-05
Sample_095	0.19471517471304456	0.11444730892911874	0.11392532668789031	0.16574700492818545	0.1310642002775122	0.005905682603422812	0.03749377143293291	0.035625544350609564	0.13675845005846402	0.06431753601881933
Sample_096	0.009733946345431165	0.2659284337043325	0.006478571423893516	0.032604179394671834	0.1132942737725184	0.0626383019058371	0.12797442868141118	0.13299185338965808	0.24766604456144808	0.0006899668207979293
Sample_097	0.11947635219302861	0.314933596972247	0.05470687035049637	8.529810095672049e-05	0.0060757723713509215	0.28700014101051863	0.011090895441995686	0.026827045351730708	0.16741066124919976	0.012393366958475456
Sample_098	0.2657326097782785	0.0831073532612987	0.15093619985941403	0.14186588548668586	0.12119863746078698	3.428072481291282e-05	0.017494371040129193	0.026808666674859684	0.1829908272334036	0.009831168480330565
Sample_099	0.09873588317885386	0.06485893666041462	0.015768029980394435	0.3951255155861744	0.010707631782698838	0.01939187512133725	0.14611668666750208	0.14931672254147887	0.028709473642351258	0.07126924483879436
Sample_100	0.01697033004128489	0.21910616429467958	0.030508242861415697	0.12057300432178547	0.010226174601291065	0.16056897945056087	0.06702082030311607	0.23572225484993545	0.13092679094590384	0.008377238330027197
